Complaint ID,Product,Issue,State,Date received,Submitted via,Resolution Time Reponse
7125,Credit card,Complaint: Billing disputes,NY,2015-07-03 00:00:00,Web,Instant
7126,Debt collection,Complaint: False statements or representation,WA,2016-12-04 00:00:00,Web,Instant
7127,Mortgage,"Complaint: Loan servicing, payments, escrow account",FL,2013-01-17 00:00:00,Web,Fast
7128,Credit card,Complaint: Cash advance,MI,2016-03-24 00:00:00,Pos,Fast
7129,Credit reporting,Complaint: Unable to get credit report/credit score,CA,2014-12-02 00:00:00,Web,Instant
7130,Student loan,Complaint: Repaying your loan,NY,2013-08-23 00:00:00,Web,Fast
7131,Bank account or service,Complaint: Deposits and withdrawals,FL,2015-07-13 00:00:00,Ema,Fast
7132,Debt collection,Complaint: Taking/threatening an illegal action,UT,2014-08-03 00:00:00,Web,Fast
7133,Credit card,Complaint: Billing disputes,IL,2016-02-03 00:00:00,Web,Instant
7134,Debt collection,"Complaint: Loan modification,collection,foreclosure",GA,2015-05-27 00:00:00,Ema,Fast
7135,Consumer Loan,Complaint: Problems when you are unable to pay,LA,2015-01-28 00:00:00,Web,Fast
7136,Debt collection,Complaint: Communication tactics,NY,2014-02-14 00:00:00,Web,Fast
7137,Payday loan,Complaint: Charged fees or interest I didn't expect,NJ,2014-12-08 00:00:00,Web,Instant
7138,Debt collection,Complaint: Taking/threatening an illegal action,WI,2015-12-29 00:00:00,Web,Instant
7139,Bank account or service,Complaint: Deposits and withdrawals,DE,2014-01-13 00:00:00,Pho,Instant
7140,Student loan,Complaint: Dealing with my lender or servicer,IL,2016-08-16 00:00:00,Web,Instant
7141,Debt collection,Complaint: Communication tactics,LA,2015-03-09 00:00:00,Web,Instant
7142,Bank account or service,"Complaint: Account opening, closing, or management",FL,2013-04-22 00:00:00,Web,Instant
7143,Credit card,Complaint: Closing/Cancelling account,MD,2014-04-08 00:00:00,Web,Instant
7144,Mortgage,"Complaint: Application, originator, mortgage broker",NV,2015-02-17 00:00:00,Web,Instant
7145,Mortgage,"Complaint: Loan servicing, payments, escrow account",KS,2013-03-01 00:00:00,Pho,Fast
7146,Credit reporting,Complaint: Credit monitoring or identity protection,VA,2015-05-21 00:00:00,Web,Fast
7147,Bank account or service,Complaint: Using a debit or ATM card,CA,2014-09-04 00:00:00,Pho,Fast
7148,Mortgage,"Complaint: Loan servicing, payments, escrow account",GA,2013-09-18 00:00:00,Web,Fast
7149,Mortgage,Complaint: Settlement process and costs,IA,2014-01-04 00:00:00,Web,Instant
7150,Debt collection,Complaint: False statements or representation,FL,2015-04-15 00:00:00,Web,Instant
7151,Mortgage,"Complaint: Application, originator, mortgage broker",CO,2014-04-06 00:00:00,Web,Instant
7152,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2016-05-28 00:00:00,Web,Instant
7153,Mortgage,Complaint: Settlement process and costs,NY,2015-07-07 00:00:00,Web,Instant
7154,Debt collection,Complaint: False statements or representation,KY,2014-02-14 00:00:00,Web,Fast
7155,Payday loan,Complaint: Charged fees or interest I didn't expect,IN,2015-10-31 00:00:00,Web,Instant
7156,Mortgage,Complaint: Credit decision / Underwriting,IL,2014-11-18 00:00:00,Web,Fast
7157,Credit card,Complaint: Delinquent account,MO,2013-02-16 00:00:00,Ema,Fast
7158,Mortgage,"Complaint: Loan servicing, payments, escrow account",CT,2014-02-12 00:00:00,Pos,Fast
7159,Mortgage,"Complaint: Loan servicing, payments, escrow account",IL,2014-03-13 00:00:00,Web,Fast
7160,Bank account or service,"Complaint: Account opening, closing, or management",LA,2013-05-22 00:00:00,Web,Fast
7161,Credit card,Complaint: APR or interest rate,MD,2013-01-23 00:00:00,Ema,Instant
7162,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2013-10-24 00:00:00,Web,Instant
7163,Bank account or service,Complaint: Using a debit or ATM card,NY,2013-10-23 00:00:00,Ema,Fast
7164,Mortgage,"Complaint: Loan servicing, payments, escrow account",CT,2016-02-13 00:00:00,Web,Fast
7165,Mortgage,"Complaint: Loan servicing, payments, escrow account",IL,2013-03-14 00:00:00,Pos,Fast
7166,Debt collection,Complaint: Communication tactics,SC,2015-09-11 00:00:00,Web,Instant
7167,Credit reporting,Complaint: Credit monitoring or identity protection,SC,2016-06-28 00:00:00,Ema,Fast
7168,Credit reporting,Complaint: Credit monitoring or identity protection,MD,2016-03-17 00:00:00,Pos,Fast
7169,Bank account or service,Complaint: Deposits and withdrawals,TX,2015-09-10 00:00:00,Ema,Fast
7170,Debt collection,"Complaint: Loan modification,collection,foreclosure",CA,2014-08-29 00:00:00,Web,Instant
7171,Credit reporting,Complaint: Credit reporting company's investigation,VA,2015-08-28 00:00:00,Web,Instant
7172,Credit card,Complaint: Sale of account,OH,2015-05-27 00:00:00,Web,Instant
7173,Credit reporting,Complaint: Credit reporting company's investigation,AL,2016-01-13 00:00:00,Web,Instant
7174,Mortgage,"Complaint: Loan servicing, payments, escrow account",IN,2016-05-16 00:00:00,Web,Instant
7175,Credit card,Complaint: Transaction issue,AL,2013-02-21 00:00:00,Web,Fast
7176,Credit card,Complaint: Payoff process,NM,2016-12-07 00:00:00,Web,Instant
7177,Mortgage,"Complaint: Application, originator, mortgage broker",CA,2016-08-29 00:00:00,Web,Fast
7178,Debt collection,Complaint: False statements or representation,TN,2014-04-17 00:00:00,Ema,Fast
7179,Credit reporting,Complaint: Credit reporting company's investigation,VA,2015-05-11 00:00:00,Web,Instant
7180,Credit card,Complaint: Billing disputes,TX,2016-08-13 00:00:00,Web,Instant
7181,Credit card,Complaint: Credit determination,MN,2013-07-25 00:00:00,Web,Instant
7182,Debt collection,"Complaint: Loan modification,collection,foreclosure",FL,2014-04-14 00:00:00,Web,Instant
7183,Debt collection,"Complaint: Loan modification,collection,foreclosure",MT,2016-03-31 00:00:00,Ema,Fast
7184,Mortgage,Complaint: Settlement process and costs,CA,2014-07-21 00:00:00,Pho,Fast
7185,Mortgage,"Complaint: Loan servicing, payments, escrow account",TN,2015-07-27 00:00:00,Web,Instant
7186,Credit reporting,Complaint: Unable to get credit report/credit score,NY,2016-06-15 00:00:00,Web,Instant
7187,Credit reporting,Complaint: Unable to get credit report/credit score,FL,2015-04-20 00:00:00,Web,Instant
7188,Mortgage,"Complaint: Loan servicing, payments, escrow account",VA,2014-08-14 00:00:00,Fax,Fast
7189,Bank account or service,"Complaint: Account opening, closing, or management",WA,2013-12-21 00:00:00,Pho,Fast
7190,Mortgage,"Complaint: Loan servicing, payments, escrow account",IN,2015-01-27 00:00:00,Web,Instant
7191,Bank account or service,Complaint: Problems caused by my funds being low,TX,2014-06-11 00:00:00,Pos,Instant
7192,Credit reporting,Complaint: Credit reporting company's investigation,WI,2015-04-27 00:00:00,Web,Instant
7193,Credit card,Complaint: Identity theft / Fraud / Embezzlement,NY,2014-08-15 00:00:00,Ema,Fast
7194,Debt collection,Complaint: Communication tactics,PA,2015-10-30 00:00:00,Web,Instant
7195,Bank account or service,"Complaint: Account opening, closing, or management",OR,2014-03-21 00:00:00,Web,Instant
7196,Mortgage,"Complaint: Loan servicing, payments, escrow account",FL,2016-02-17 00:00:00,Ema,Fast
7197,Mortgage,"Complaint: Loan servicing, payments, escrow account",FL,2014-05-22 00:00:00,Web,Instant
7198,Credit card,Complaint: Closing/Cancelling account,NY,2015-03-12 00:00:00,Web,Instant
7199,Debt collection,Complaint: Improper contact or sharing of info,CA,2016-08-01 00:00:00,Web,Instant
7200,Bank account or service,"Complaint: Account opening, closing, or management",NY,2016-01-27 00:00:00,Web,Instant
7201,Debt collection,"Complaint: Loan modification,collection,foreclosure",CA,2015-10-20 00:00:00,Web,Instant
7202,Mortgage,"Complaint: Application, originator, mortgage broker",WI,2013-05-01 00:00:00,Web,Fast
7203,Credit reporting,Complaint: Improper use of my credit report,IA,2014-11-18 00:00:00,Web,Fast
7204,Credit card,Complaint: Credit line increase/decrease,FL,2013-06-13 00:00:00,Fax,Fast
7205,Credit reporting,Complaint: Unable to get credit report/credit score,CA,2016-06-02 00:00:00,Web,Fast
7206,Student loan,Complaint: Can't repay my loan,OH,2016-06-04 00:00:00,Web,Instant
7207,Debt collection,"Complaint: Loan modification,collection,foreclosure",FL,2015-12-11 00:00:00,Web,Instant
7208,Bank account or service,Complaint: Deposits and withdrawals,NY,2015-07-27 00:00:00,Pho,Fast
7209,Student loan,Complaint: Dealing with my lender or servicer,CA,2015-12-27 00:00:00,Web,Instant
7210,Mortgage,"Complaint: Loan servicing, payments, escrow account",PA,2015-04-16 00:00:00,Web,Instant
7211,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2013-11-26 00:00:00,Web,Instant
7212,Consumer Loan,Complaint: Managing the loan or lease,CA,2014-07-28 00:00:00,Web,Instant
7213,Mortgage,Complaint: Settlement process and costs,MI,2014-12-03 00:00:00,Web,Instant
7214,Credit reporting,Complaint: Improper use of my credit report,IL,2014-08-28 00:00:00,Web,Instant
7215,Bank account or service,Complaint: Problems caused by my funds being low,MA,2015-05-08 00:00:00,Web,Fast
7216,Mortgage,Complaint: Settlement process and costs,NY,2013-05-06 00:00:00,Web,Instant
7217,Debt collection,Complaint: Communication tactics,FL,2015-09-15 00:00:00,Web,Instant
7218,Mortgage,Complaint: Settlement process and costs,MD,2013-07-23 00:00:00,Web,Fast
7219,Credit card,Complaint: Delinquent account,TX,2015-07-24 00:00:00,Web,Fast
7220,Student loan,Complaint: Dealing with my lender or servicer,FL,2014-12-23 00:00:00,Web,Instant
7221,Student loan,Complaint: Dealing with my lender or servicer,GA,2015-06-06 00:00:00,Web,Instant
7222,Student loan,Complaint: Dealing with my lender or servicer,AZ,2015-09-23 00:00:00,Web,Fast
7223,Debt collection,Complaint: False statements or representation,FL,2014-07-21 00:00:00,Web,Instant
7224,Mortgage,"Complaint: Loan servicing, payments, escrow account",IL,2013-09-01 00:00:00,Ema,Fast
7225,Debt collection,"Complaint: Loan modification,collection,foreclosure",TX,2014-07-21 00:00:00,Web,Fast
7226,Mortgage,Complaint: Credit decision / Underwriting,NM,2013-08-02 00:00:00,Ema,Fast
7227,Debt collection,Complaint: Communication tactics,AZ,2015-03-24 00:00:00,Pho,Instant
7228,Mortgage,"Complaint: Application, originator, mortgage broker",MN,2013-03-28 00:00:00,Web,Instant
7229,Prepaid card,Complaint: Unauthorized transactions/trans. issues,GA,2015-10-23 00:00:00,Web,Fast
7230,Debt collection,Complaint: Taking/threatening an illegal action,WA,2015-03-25 00:00:00,Web,Instant
7231,Mortgage,Complaint: Settlement process and costs,NC,2015-09-29 00:00:00,Web,Instant
7232,Credit card,Complaint: APR or interest rate,CA,2016-06-20 00:00:00,Web,Instant
7233,Debt collection,"Complaint: Loan modification,collection,foreclosure",IL,2015-11-02 00:00:00,Web,Instant
7234,Credit card,Complaint: APR or interest rate,NV,2014-07-16 00:00:00,Ema,Fast
7235,Debt collection,"Complaint: Loan modification,collection,foreclosure",NY,2015-09-23 00:00:00,Web,Instant
7236,Mortgage,"Complaint: Loan servicing, payments, escrow account",TX,2016-09-27 00:00:00,Pho,Instant
7237,Bank account or service,Complaint: Deposits and withdrawals,RI,2013-05-11 00:00:00,Pho,Fast
7238,Credit card,Complaint: Customer service / Customer relations,CO,2015-09-07 00:00:00,Web,Instant
7239,Credit card,Complaint: Closing/Cancelling account,MS,2014-04-08 00:00:00,Web,Instant
7240,Bank account or service,Complaint: Deposits and withdrawals,WI,2016-08-03 00:00:00,Web,Instant
7241,Mortgage,"Complaint: Loan servicing, payments, escrow account",FL,2015-11-12 00:00:00,Web,Instant
7242,Credit reporting,Complaint: Credit reporting company's investigation,CA,2014-04-21 00:00:00,Web,Instant
7243,Mortgage,"Complaint: Loan servicing, payments, escrow account",KS,2014-04-12 00:00:00,Web,Instant
7244,Debt collection,Complaint: Taking/threatening an illegal action,CA,2016-05-11 00:00:00,Web,Instant
7245,Credit card,Complaint: Closing/Cancelling account,FL,2015-04-14 00:00:00,Ema,Fast
7246,Mortgage,"Complaint: Loan servicing, payments, escrow account",WI,2016-03-27 00:00:00,Web,Instant
7247,Bank account or service,"Complaint: Account opening, closing, or management",GA,2014-03-03 00:00:00,Pho,Fast
7248,Credit card,Complaint: Closing/Cancelling account,VA,2016-06-03 00:00:00,Web,Instant
7249,Bank account or service,Complaint: Problems caused by my funds being low,NM,2014-10-22 00:00:00,Ema,Fast
7250,Mortgage,"Complaint: Loan servicing, payments, escrow account",PA,2016-05-04 00:00:00,Web,Instant
7251,Credit reporting,Complaint: Credit monitoring or identity protection,FL,2014-09-19 00:00:00,Web,Instant
7252,Credit reporting,Complaint: Credit reporting company's investigation,TX,2014-02-26 00:00:00,Web,Instant
7253,Credit reporting,Complaint: Unable to get credit report/credit score,VA,2013-02-25 00:00:00,Web,Instant
7254,Bank account or service,"Complaint: Making/receiving payments, sending money",KS,2014-05-13 00:00:00,Web,Fast
7255,Mortgage,"Complaint: Loan servicing, payments, escrow account",NY,2015-01-26 00:00:00,Web,Instant
7256,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2016-02-02 00:00:00,Pos,Instant
7257,Credit card,Complaint: Delinquent account,MD,2013-10-16 00:00:00,Web,Fast
7258,Credit card,Complaint: APR or interest rate,WA,2013-07-03 00:00:00,Ema,Fast
7259,Bank account or service,"Complaint: Account opening, closing, or management",OH,2015-04-28 00:00:00,Web,Instant
7260,Debt collection,Complaint: Taking/threatening an illegal action,MI,2015-06-02 00:00:00,Web,Instant
7261,Mortgage,"Complaint: Loan servicing, payments, escrow account",MI,2016-10-02 00:00:00,Pos,Fast
7262,Credit reporting,Complaint: Unable to get credit report/credit score,FL,2015-10-15 00:00:00,Ema,Instant
7263,Bank account or service,"Complaint: Making/receiving payments, sending money",NY,2016-01-27 00:00:00,Web,Fast
7264,Debt collection,"Complaint: Loan modification,collection,foreclosure",NY,2015-06-26 00:00:00,Web,Instant
7265,Student loan,Complaint: Repaying your loan,CA,2013-08-16 00:00:00,Web,Fast
7266,Bank account or service,"Complaint: Account opening, closing, or management",AL,2013-09-18 00:00:00,Ema,Fast
7267,Mortgage,"Complaint: Loan servicing, payments, escrow account",GA,2013-01-07 00:00:00,Web,Fast
7268,Credit reporting,Complaint: Unable to get credit report/credit score,CA,2015-02-05 00:00:00,Web,Instant
7269,Bank account or service,Complaint: Using a debit or ATM card,OK,2015-12-15 00:00:00,Web,Instant
7270,Credit reporting,Complaint: Credit reporting company's investigation,FL,2013-03-04 00:00:00,Web,Instant
7271,Bank account or service,"Complaint: Account opening, closing, or management",ID,2013-12-17 00:00:00,Ema,Fast
7272,Consumer Loan,Complaint: Managing the loan or lease,CA,2013-06-17 00:00:00,Pho,Fast
7273,Consumer Loan,Complaint: Account terms and changes,FL,2015-08-10 00:00:00,Pho,Instant
7274,Debt collection,"Complaint: Loan modification,collection,foreclosure",VA,2016-07-03 00:00:00,Pos,Fast
7275,Bank account or service,Complaint: Deposits and withdrawals,CA,2015-07-28 00:00:00,Ema,Fast
7276,Mortgage,"Complaint: Loan servicing, payments, escrow account",NY,2015-05-19 00:00:00,Web,Fast
7277,Debt collection,Complaint: Improper contact or sharing of info,IL,2015-06-03 00:00:00,Web,Instant
7278,Bank account or service,"Complaint: Account opening, closing, or management",NY,2014-12-02 00:00:00,Web,Instant
7279,Mortgage,"Complaint: Loan servicing, payments, escrow account",TX,2014-09-15 00:00:00,Pho,Fast
7280,Student loan,Complaint: Dealing with my lender or servicer,FL,2015-09-16 00:00:00,Web,Instant
7281,Bank account or service,Complaint: Problems caused by my funds being low,CA,2016-02-06 00:00:00,Web,Instant
7282,Student loan,Complaint: Can't repay my loan,MA,2016-08-16 00:00:00,Web,Instant
7283,Debt collection,"Complaint: Loan modification,collection,foreclosure",OH,2014-04-04 00:00:00,Web,Instant
7284,Bank account or service,Complaint: Problems caused by my funds being low,GA,2014-06-14 00:00:00,Web,Instant
7285,Debt collection,"Complaint: Loan modification,collection,foreclosure",CA,2015-10-19 00:00:00,Pho,Instant
7286,Consumer Loan,Complaint: Managing the loan or lease,UT,2015-03-04 00:00:00,Web,Instant
7287,Credit reporting,Complaint: Unable to get credit report/credit score,NC,2015-10-15 00:00:00,Web,Instant
7288,Debt collection,"Complaint: Loan modification,collection,foreclosure",OH,2016-07-19 00:00:00,Pos,Fast
7289,Mortgage,"Complaint: Loan servicing, payments, escrow account",NC,2015-07-23 00:00:00,Ema,Fast
7290,Mortgage,"Complaint: Loan servicing, payments, escrow account",NY,2014-08-28 00:00:00,Web,Instant
7291,Credit reporting,Complaint: Unable to get credit report/credit score,CO,2016-07-13 00:00:00,Web,Instant
7292,Debt collection,Complaint: Improper contact or sharing of info,CA,2016-01-28 00:00:00,Web,Instant
7293,Mortgage,"Complaint: Loan servicing, payments, escrow account",NY,2014-10-17 00:00:00,Ema,Fast
7294,Mortgage,"Complaint: Loan servicing, payments, escrow account",NH,2014-08-21 00:00:00,Web,Fast
7295,Credit card,Complaint: Closing/Cancelling account,KY,2016-03-29 00:00:00,Web,Instant
7296,Mortgage,"Complaint: Loan servicing, payments, escrow account",AR,2015-07-15 00:00:00,Ema,Fast
7297,Bank account or service,"Complaint: Account opening, closing, or management",TX,2015-04-28 00:00:00,Web,Instant
7298,Bank account or service,"Complaint: Making/receiving payments, sending money",CA,2013-11-16 00:00:00,Web,Fast
7299,Credit reporting,Complaint: Credit reporting company's investigation,CA,2016-06-14 00:00:00,Web,Instant
7300,Credit reporting,Complaint: Credit reporting company's investigation,SC,2015-11-12 00:00:00,Web,Instant
7301,Credit reporting,Complaint: Credit reporting company's investigation,CA,2014-09-22 00:00:00,Web,Fast
7302,Credit reporting,Complaint: Unable to get credit report/credit score,VA,2014-09-20 00:00:00,Web,Instant
7303,Mortgage,"Complaint: Loan servicing, payments, escrow account",NC,2016-01-19 00:00:00,Web,Instant
7304,Debt collection,Complaint: Communication tactics,AZ,2015-05-14 00:00:00,Web,Fast
7305,Bank account or service,Complaint: Problems caused by my funds being low,TX,2016-06-18 00:00:00,Web,Fast
7306,Credit card,Complaint: Closing/Cancelling account,TX,2014-06-25 00:00:00,Web,Fast
7307,Credit card,Complaint: Payoff process,OR,2014-04-29 00:00:00,Web,Instant
7308,Mortgage,"Complaint: Loan servicing, payments, escrow account",GA,2016-07-28 00:00:00,Web,Instant
7309,Bank account or service,Complaint: Deposits and withdrawals,NY,2016-03-17 00:00:00,Pho,Instant
7310,Debt collection,"Complaint: Loan modification,collection,foreclosure",MI,2016-03-16 00:00:00,Web,Instant
7311,Bank account or service,"Complaint: Account opening, closing, or management",NY,2015-07-10 00:00:00,Web,Fast
7312,Credit reporting,Complaint: Credit reporting company's investigation,CA,2015-10-27 00:00:00,Web,Instant
7313,Bank account or service,Complaint: Deposits and withdrawals,CA,2015-03-04 00:00:00,Web,Instant
7314,Debt collection,Complaint: Improper contact or sharing of info,MN,2016-09-05 00:00:00,Pos,Fast
7315,Bank account or service,Complaint: Deposits and withdrawals,CA,2014-12-17 00:00:00,Pho,Instant
7316,Bank account or service,Complaint: Deposits and withdrawals,OR,2014-07-17 00:00:00,Pho,Fast
7317,Mortgage,"Complaint: Loan servicing, payments, escrow account",NY,2016-11-10 00:00:00,Web,Instant
7318,Credit card,Complaint: Closing/Cancelling account,NC,2015-11-20 00:00:00,Web,Instant
7319,Debt collection,Complaint: Communication tactics,FL,2015-01-15 00:00:00,Web,Instant
7320,Bank account or service,Complaint: Problems caused by my funds being low,TX,2015-10-11 00:00:00,Web,Instant
7321,Bank account or service,"Complaint: Account opening, closing, or management",TN,2014-07-14 00:00:00,Pos,Fast
7322,Bank account or service,"Complaint: Account opening, closing, or management",MI,2015-09-30 00:00:00,Pho,Instant
7323,Money transfers,Complaint: Money was not available when promised,OK,2014-05-08 00:00:00,Web,Instant
7324,Prepaid card,Complaint: Unauthorized transactions/trans. issues,AZ,2016-03-15 00:00:00,Web,Fast
7325,Debt collection,"Complaint: Loan modification,collection,foreclosure",CA,2014-08-26 00:00:00,Web,Fast
7326,Mortgage,"Complaint: Loan servicing, payments, escrow account",SC,2016-05-02 00:00:00,Web,Instant
7327,Debt collection,Complaint: Improper contact or sharing of info,KS,2015-04-23 00:00:00,Web,Instant
7328,Bank account or service,"Complaint: Account opening, closing, or management",NY,2014-05-03 00:00:00,Ema,Fast
7329,Mortgage,"Complaint: Application, originator, mortgage broker",CA,2015-04-13 00:00:00,Web,Fast
7330,Credit reporting,Complaint: Credit reporting company's investigation,FL,2015-07-10 00:00:00,Web,Instant
7331,Debt collection,Complaint: Improper contact or sharing of info,DC,2015-08-27 00:00:00,Web,Instant
7332,Bank account or service,Complaint: Using a debit or ATM card,MA,2016-04-08 00:00:00,Web,Instant
7333,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2013-09-16 00:00:00,Ema,Fast
7334,Mortgage,"Complaint: Loan servicing, payments, escrow account",FL,2016-05-16 00:00:00,Ema,Fast
7335,Mortgage,"Complaint: Loan servicing, payments, escrow account",NM,2014-10-29 00:00:00,Web,Instant
7336,Bank account or service,"Complaint: Account opening, closing, or management",CA,2013-08-20 00:00:00,Ema,Fast
7337,Debt collection,"Complaint: Loan modification,collection,foreclosure",CA,2015-08-19 00:00:00,Web,Instant
7338,Bank account or service,Complaint: Deposits and withdrawals,CA,2013-09-27 00:00:00,Ema,Fast
7339,Bank account or service,Complaint: Deposits and withdrawals,GA,2013-04-18 00:00:00,Web,Fast
7340,Bank account or service,"Complaint: Account opening, closing, or management",CA,2015-10-27 00:00:00,Pho,Instant
7341,Bank account or service,Complaint: Problems caused by my funds being low,TX,2016-06-22 00:00:00,Web,Instant
7342,Mortgage,Complaint: Settlement process and costs,TN,2014-02-01 00:00:00,Web,Instant
7343,Consumer Loan,Complaint: Problems when you are unable to pay,MA,2014-10-13 00:00:00,Web,Fast
7344,Bank account or service,"Complaint: Account opening, closing, or management",GA,2016-06-23 00:00:00,Ema,Fast
7345,Consumer Loan,Complaint: Problems when you are unable to pay,MD,2014-06-17 00:00:00,Web,Fast
7346,Bank account or service,Complaint: Deposits and withdrawals,ID,2015-07-27 00:00:00,Web,Instant
7347,Credit reporting,Complaint: Unable to get credit report/credit score,MA,2014-04-25 00:00:00,Web,Instant
7348,Debt collection,Complaint: Taking/threatening an illegal action,IL,2015-01-23 00:00:00,Web,Fast
7349,Mortgage,Complaint: Settlement process and costs,TX,2016-02-23 00:00:00,Web,Instant
7350,Credit card,Complaint: Unsolicited issuance of credit card,FL,2014-05-16 00:00:00,Web,Instant
7351,Consumer Loan,Complaint: Managing the loan or lease,CA,2016-03-29 00:00:00,Web,Fast
7352,Consumer Loan,Complaint: Managing the loan or lease,CA,2015-09-11 00:00:00,Web,Instant
7353,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2014-07-10 00:00:00,Web,Instant
7354,Mortgage,"Complaint: Loan servicing, payments, escrow account",MA,2014-06-01 00:00:00,Pho,Fast
7355,Bank account or service,Complaint: Deposits and withdrawals,FL,2015-09-02 00:00:00,Ema,Fast
7356,Credit reporting,Complaint: Credit reporting company's investigation,IL,2016-08-14 00:00:00,Web,Instant
7357,Money transfers,Complaint: Money was not available when promised,NY,2015-05-20 00:00:00,Web,Fast
7358,Debt collection,Complaint: False statements or representation,MS,2014-11-11 00:00:00,Web,Instant
7359,Debt collection,Complaint: False statements or representation,TX,2015-06-22 00:00:00,Web,Fast
7360,Mortgage,"Complaint: Loan servicing, payments, escrow account",FL,2015-06-27 00:00:00,Web,Fast
7361,Debt collection,Complaint: Taking/threatening an illegal action,PA,2015-10-30 00:00:00,Pho,Instant
7362,Consumer Loan,Complaint: Managing the loan or lease,AR,2015-06-01 00:00:00,Web,Fast
7363,Debt collection,Complaint: False statements or representation,IN,2015-08-25 00:00:00,Web,Instant
7364,Credit card,Complaint: Billing disputes,NC,2014-04-11 00:00:00,Web,Instant
7365,Bank account or service,"Complaint: Account opening, closing, or management",CA,2015-09-23 00:00:00,Web,Fast
7366,Student loan,Complaint: Problems when you are unable to pay,MA,2013-11-03 00:00:00,Pho,Fast
7367,Debt collection,Complaint: Communication tactics,CA,2015-03-27 00:00:00,Web,Instant
7368,Mortgage,"Complaint: Loan servicing, payments, escrow account",NY,2016-02-05 00:00:00,Ema,Fast
7369,Bank account or service,Complaint: Problems caused by my funds being low,FL,2014-10-04 00:00:00,Web,Instant
7370,Bank account or service,Complaint: Deposits and withdrawals,CA,2015-04-30 00:00:00,Web,Instant
7371,Mortgage,"Complaint: Application, originator, mortgage broker",CO,2013-02-14 00:00:00,Web,Fast
7372,Debt collection,Complaint: Communication tactics,WI,2015-03-08 00:00:00,Web,Instant
7373,Bank account or service,Complaint: Using a debit or ATM card,IL,2015-05-21 00:00:00,Ema,Fast
7374,Bank account or service,"Complaint: Account opening, closing, or management",NJ,2015-09-10 00:00:00,Ema,Fast
7375,Credit card,Complaint: Identity theft / Fraud / Embezzlement,NY,2016-05-16 00:00:00,Web,Instant
7376,Credit card,Complaint: Billing disputes,CA,2013-11-25 00:00:00,Web,Instant
7377,Mortgage,Complaint: Settlement process and costs,PA,2015-09-23 00:00:00,Web,Fast
7378,Bank account or service,Complaint: Deposits and withdrawals,PA,2013-08-03 00:00:00,Ema,Fast
7379,Consumer Loan,Complaint: Managing the loan or lease,OH,2015-12-07 00:00:00,Web,Instant
7380,Consumer Loan,Complaint: Problems when you are unable to pay,MO,2014-08-09 00:00:00,Web,Fast
7381,Mortgage,"Complaint: Loan servicing, payments, escrow account",VA,2013-07-04 00:00:00,Web,Fast
7382,Consumer Loan,Complaint: Taking out the loan or lease,KY,2013-08-19 00:00:00,Pos,Fast
7383,Credit card,Complaint: Arbitration,PA,2014-04-18 00:00:00,Web,Instant
7384,Credit card,Complaint: Credit determination,DC,2016-04-20 00:00:00,Pos,Fast
7385,Bank account or service,Complaint: Deposits and withdrawals,FL,2014-05-14 00:00:00,Web,Instant
7386,Debt collection,Complaint: Communication tactics,WA,2016-02-13 00:00:00,Web,Fast
7387,Bank account or service,"Complaint: Making/receiving payments, sending money",NJ,2014-10-24 00:00:00,Ema,Fast
7388,Debt collection,Complaint: Communication tactics,CA,2015-06-08 00:00:00,Web,Fast
7389,Credit card,Complaint: APR or interest rate,NJ,2013-07-23 00:00:00,Web,Instant
7390,Student loan,Complaint: Can't repay my loan,MA,2014-12-15 00:00:00,Web,Instant
7391,Credit card,Complaint: Billing disputes,NJ,2013-04-04 00:00:00,Web,Instant
7392,Bank account or service,Complaint: Using a debit or ATM card,TX,2015-04-22 00:00:00,Web,Fast
7393,Credit reporting,Complaint: Improper use of my credit report,GA,2016-03-23 00:00:00,Web,Fast
7394,Debt collection,Complaint: Taking/threatening an illegal action,CO,2015-08-26 00:00:00,Web,Instant
7395,Student loan,Complaint: Can't repay my loan,CO,2014-04-27 00:00:00,Web,Fast
7396,Prepaid card,Complaint: Fraud or scam,AZ,2015-09-22 00:00:00,Web,Fast
7397,Payday loan,Complaint: Charged fees or interest I didn't expect,GA,2014-02-14 00:00:00,Web,Fast
7398,Mortgage,Complaint: Settlement process and costs,CA,2015-04-03 00:00:00,Web,Instant
7399,Student loan,Complaint: Dealing with my lender or servicer,TX,2016-09-08 00:00:00,Web,Fast
7400,Consumer Loan,Complaint: Managing the loan or lease,CA,2015-11-29 00:00:00,Web,Instant
7401,Prepaid card,Complaint: Unauthorized transactions/trans. issues,FL,2016-05-18 00:00:00,Web,Fast
7402,Consumer Loan,Complaint: Managing the loan or lease,CA,2016-04-04 00:00:00,Pho,Instant
7403,Credit card,Complaint: Identity theft / Fraud / Embezzlement,FL,2015-01-04 00:00:00,Web,Instant
7404,Bank account or service,Complaint: Deposits and withdrawals,IL,2014-01-04 00:00:00,Web,Fast
7405,Bank account or service,"Complaint: Account opening, closing, or management",CA,2015-07-21 00:00:00,Ema,Instant
